day,wbtc_usd
2021-11-13,64473.97
2021-11-14,65509.06
2021-11-15,63677.67
2021-11-16,60108.90
2021-11-17,60365.60
2021-11-18,56987.61
2021-11-19,58194.36
2021-11-20,59769.66
2021-11-21,58759.53
2021-11-22,56303.06
2021-11-23,57566.60
2021-11-24,57175.09
2021-11-25,59025.96
2021-11-26,53788.22
2021-11-27,54805.03
2021-11-28,57331.41
2021-11-29,57839.55
2021-11-30,56975.35
2021-12-01,57227.97
2021-12-02,56517.11
2021-12-03,53716.91
2021-12-04,49292.63
2021-12-05,49465.50
2021-12-06,50552.83
2021-12-07,50633.01
2021-12-08,50513.04
2021-12-09,47641.44
2021-12-10,47191.14
2021-12-11,49398.40
2021-12-12,50099.97
2021-12-13,46731.03
2021-12-14,48387.69
2021-12-15,48885.05
2021-12-16,47635.92
2021-12-17,46210.30
2021-12-18,46908.48
2021-12-19,46909.15
2021-12-20,46913.54
2021-12-21,48917.48
2021-12-22,48614.97
2021-12-23,50830.20
2021-12-24,50840.36
2021-12-25,50431.63
2021-12-26,50790.88
2021-12-27,50714.73
2021-12-28,47583.93
2021-12-29,46471.70
2021-12-30,47129.66
2021-12-31,46197.31
2022-01-01,47727.80
2022-01-02,47353.72
2022-01-03,46450.79
2022-01-04,45824.54
2022-01-05,43432.51
2022-01-06,43094.54
2022-01-07,41543.79
2022-01-08,41686.67
2022-01-09,41869.60
2022-01-10,41824.22
2022-01-11,42743.03
2022-01-12,43919.67
2022-01-13,42618.19
2022-01-14,43089.83
2022-01-15,43131.83
2022-01-16,43143.46
2022-01-17,42266.60
2022-01-18,42372.75
2022-01-19,41674.80
2022-01-20,40697.03
2022-01-21,36481.74
2022-01-22,35075.92
2022-01-23,36324.44
2022-01-24,36739.49
2022-01-25,36975.99
2022-01-26,36829.37
2022-01-27,37189.85
2022-01-28,37782.44
2022-01-29,38223.04
2022-01-30,37946.35
2022-01-31,38494.66
2022-02-01,38760.21
2022-02-02,36955.11
2022-02-03,37328.64
2022-02-04,41590.34
2022-02-05,41418.21
2022-02-06,42412.41
2022-02-07,43856.68
2022-02-08,44075.71
2022-02-09,44422.91
2022-02-10,43522.96
2022-02-11,42390.50
2022-02-12,42239.01
2022-02-13,42109.97
2022-02-14,42552.28
2022-02-15,44576.33
2022-02-16,43896.34
2022-02-17,40545.09
2022-02-18,39994.66
2022-02-19,40103.11
2022-02-20,38397.25
2022-02-21,37037.39
2022-02-22,38267.75
2022-02-23,37270.85
2022-02-24,38353.62
2022-02-25,39231.92
2022-02-26,39127.00
2022-02-27,37714.96
2022-02-28,43189.46
2022-03-01,44428.47
2022-03-02,43935.37
2022-03-03,42474.37
2022-03-04,39154.40
2022-03-05,39446.43
2022-03-06,38428.92
2022-03-07,38030.63
2022-03-08,38748.52
2022-03-09,41962.85
2022-03-10,39443.42
2022-03-11,38741.03
2022-03-12,38805.53
2022-03-13,37796.31
2022-03-14,39696.28
2022-03-15,39314.86
2022-03-16,41133.64
2022-03-17,40956.79
2022-03-18,41790.97
2022-03-19,42235.02
2022-03-20,41243.16
2022-03-21,41043.90
2022-03-22,42380.11
2022-03-23,42904.10
2022-03-24,44006.77
2022-03-25,44331.36
2022-03-26,44542.31
2022-03-27,46842.14
2022-03-28,47128.71
2022-03-29,47445.30
2022-03-30,47056.41
2022-03-31,45518.10
2022-04-01,46299.75
2022-04-02,45822.28
2022-04-03,46461.64
2022-04-04,46609.36
2022-04-05,45501.58
2022-04-06,43223.93
2022-04-07,43466.21
2022-04-08,42315.65
2022-04-09,42768.61
2022-04-10,42214.09
2022-04-11,39536.71
2022-04-12,40086.66
2022-04-13,41135.26
2022-04-14,39951.63
2022-04-15,40563.69
2022-04-16,40392.55
2022-04-17,39727.85
2022-04-18,40799.84
2022-04-19,41506.42
2022-04-20,41416.73
2022-04-21,40531.46
2022-04-22,39741.97
2022-04-23,39450.49
2022-04-24,39466.26
2022-04-25,40437.52
2022-04-26,38155.51
2022-04-27,39291.29
2022-04-28,39789.50
2022-04-29,38594.22
2022-04-30,37650.13
2022-05-01,38519.01
2022-05-02,38513.01
2022-05-03,37730.27
2022-05-04,39719.89
2022-05-05,36583.41
2022-05-06,36045.90
2022-05-07,35500.13
2022-05-08,34067.80
2022-05-09,30106.98
2022-05-10,31044.13
2022-05-11,29017.21
2022-05-12,28907.05
2022-05-13,29269.91
2022-05-14,30104.79
2022-05-15,31292.98
2022-05-16,29826.56
2022-05-17,30412.87
2022-05-18,28658.69
2022-05-19,30371.19
2022-05-20,29166.15
2022-05-21,29440.13
2022-05-22,30264.29
2022-05-23,29075.68
2022-05-24,29621.16
2022-05-25,29499.42
2022-05-26,29177.03
2022-05-27,28583.03
2022-05-28,29007.73
2022-05-29,29452.23
2022-05-30,31716.41
2022-05-31,31769.45
2022-06-01,29789.58
2022-06-02,30439.63
2022-06-03,29709.98
2022-06-04,29845.48
2022-06-05,29897.90
2022-06-06,31353.78
2022-06-07,31111.75
2022-06-08,30189.27
2022-06-09,30082.94
2022-06-10,29096.45
2022-06-11,28251.81
2022-06-12,26562.99
2022-06-13,22438.51
2022-06-14,22111.73
2022-06-15,22563.20
2022-06-16,20360.63
2022-06-17,20417.96
2022-06-18,18948.56
2022-06-19,20541.15
2022-06-20,20538.58
2022-06-21,20682.65
2022-06-22,19946.18
2022-06-23,21079.42
2022-06-24,21200.36
2022-06-25,21452.72
2022-06-26,21021.33
2022-06-27,20714.02
2022-06-28,20239.81
2022-06-29,20074.07
2022-06-30,19888.58
2022-07-01,19235.86
2022-07-02,19208.36
2022-07-03,19276.85
2022-07-04,20204.72
2022-07-05,20179.18
2022-07-06,20552.19
2022-07-07,21603.16
2022-07-08,21614.71
2022-07-09,21580.01
2022-07-10,20825.68
2022-07-11,19914.33
2022-07-12,19286.54
2022-07-13,20220.69
2022-07-14,20575.32
2022-07-15,20825.19
2022-07-16,21199.01
2022-07-17,20792.81
2022-07-18,22447.39
2022-07-19,23399.66
2022-07-20,23205.23
2022-07-21,23148.91
2022-07-22,22684.05
2022-07-23,22452.14
2022-07-24,22585.40
2022-07-25,21305.59
2022-07-26,21279.34
2022-07-27,22960.19
2022-07-28,23855.65
2022-07-29,23769.15
2022-07-30,23646.03
2022-07-31,23308.14
2022-08-01,23266.92
2022-08-02,22991.49
2022-08-03,22825.25
2022-08-04,22645.61
2022-08-05,23342.54
2022-08-06,22956.40
2022-08-07,23179.86
2022-08-08,23841.54
2022-08-09,23156.66
2022-08-10,23957.27
2022-08-11,23940.97
2022-08-12,24412.17
2022-08-13,24449.86
2022-08-14,24306.42
2022-08-15,24099.28
2022-08-16,23853.87
2022-08-17,23335.70
2022-08-18,23201.51
2022-08-19,20825.10
2022-08-20,21142.06
2022-08-21,21512.64
2022-08-22,21397.52
2022-08-23,21520.62
2022-08-24,21369.05
2022-08-25,21565.47
2022-08-26,20247.99
2022-08-27,20038.42
2022-08-28,19550.17
2022-08-29,20292.37
2022-08-30,19813.51
2022-08-31,20050.28
2022-09-01,20129.93
2022-09-02,19957.44
2022-09-03,19854.62
2022-09-04,20003.46
2022-09-05,19813.08
2022-09-06,18810.74
2022-09-07,19306.81
2022-09-08,19321.77
2022-09-09,21391.10
2022-09-10,21676.79
2022-09-11,21836.45
2022-09-12,22400.52
2022-09-13,20173.77
2022-09-14,20233.68
2022-09-15,19698.18
2022-09-16,19802.04
2022-09-17,20118.35
2022-09-18,19417.72
2022-09-19,19541.28
2022-09-20,18879.95
2022-09-21,18468.05
2022-09-22,19405.96
2022-09-23,19291.13
2022-09-24,18924.39
2022-09-25,18809.94
2022-09-26,19230.96
2022-09-27,19081.40
2022-09-28,19412.67
2022-09-29,19612.68
2022-09-30,19428.69
2022-10-01,19312.58
2022-10-02,19055.13
2022-10-03,19630.44
2022-10-04,20345.75
2022-10-05,20155.61
2022-10-06,19958.90
2022-10-07,19531.17
2022-10-08,19407.37
2022-10-09,19431.10
2022-10-10,19131.36
2022-10-11,19056.48
2022-10-12,19152.93
2022-10-13,19379.44
2022-10-14,19191.19
2022-10-15,19069.72
2022-10-16,19264.26
2022-10-17,19550.35
2022-10-18,19334.22
2022-10-19,19114.90
2022-10-20,19038.36
2022-10-21,19166.40
2022-10-22,19195.21
2022-10-23,19561.54
2022-10-24,19331.06
2022-10-25,20087.18
2022-10-26,20752.89
2022-10-27,20295.28
2022-10-28,20599.89
2022-10-29,20820.19
2022-10-30,20630.65
2022-10-31,20492.56
2022-11-01,20480.27
2022-11-02,20150.33
2022-11-03,20207.99
2022-11-04,21150.60
2022-11-05,21301.57
2022-11-06,20910.59
2022-11-07,20595.00
2022-11-08,18544.70
2022-11-09,15712.44
2022-11-10,17547.38
2022-11-11,16994.11
2022-11-12,16757.13
2022-11-13,16289.53
2022-11-14,16532.31
2022-11-15,16831.88
2022-11-16,16604.77
2022-11-17,16613.49
2022-11-18,16627.92
2022-11-19,16628.66
2022-11-20,16165.83
2022-11-21,15681.39
2022-11-22,16117.26
2022-11-23,16511.34
2022-11-24,16492.25
2022-11-25,16351.50
2022-11-26,16379.14
2022-11-27,16368.32
2022-11-28,16155.15
2022-11-29,16390.71
2022-11-30,17150.34
2022-12-01,16959.96
2022-12-02,17073.98
2022-12-03,16839.33
2022-12-04,17077.54
2022-12-05,16929.51
2022-12-06,17052.35
2022-12-07,16800.81
2022-12-08,17207.07
2022-12-09,17077.18
2022-12-10,17103.50
2022-12-11,17067.48
2022-12-12,17189.73
2022-12-13,17743.32
2022-12-14,17785.35
2022-12-15,17336.64
2022-12-16,16628.45
2022-12-17,16753.70
2022-12-18,16710.93
2022-12-19,16406.62
2022-12-20,16858.87
2022-12-21,16809.36
2022-12-22,16792.47
2022-12-23,16764.19
2022-12-24,16813.59
2022-12-25,16802.17
2022-12-26,16907.61
2022-12-27,16648.77
2022-12-28,16479.27
2022-12-29,16578.02
2022-12-30,16571.25
2022-12-31,16511.47
2023-01-01,16582.30
2023-01-02,16648.41
2023-01-03,16643.49
2023-01-04,16836.71
2023-01-05,16804.00
2023-01-06,16937.69
2023-01-07,16937.65
2023-01-08,17110.68
2023-01-09,17196.21
2023-01-10,17442.44
2023-01-11,17938.00
2023-01-12,18820.73
2023-01-13,19882.22
2023-01-14,20954.52
2023-01-15,20878.94
2023-01-16,21188.92
2023-01-17,21134.01
2023-01-18,20678.47
2023-01-19,21073.85
2023-01-20,22635.38
2023-01-21,22758.01
2023-01-22,22678.65
2023-01-23,22864.76
2023-01-24,22567.62
2023-01-25,23017.84
2023-01-26,22986.14
2023-01-27,23043.13
2023-01-28,22975.75
2023-01-29,23721.14
2023-01-30,22799.09
2023-01-31,23108.88
2023-02-01,23706.79
2023-02-02,23454.37
2023-02-03,23437.21
2023-02-04,23306.43
2023-02-05,22927.03
2023-02-06,22722.75
2023-02-07,23252.78
2023-02-08,22958.83
2023-02-09,21796.65
2023-02-10,21626.21
2023-02-11,21862.19
2023-02-12,21790.14
2023-02-13,21776.88
2023-02-14,22230.77
2023-02-15,24327.34
2023-02-16,23523.81
2023-02-17,24556.16
2023-02-18,24616.10
2023-02-19,24285.10
2023-02-20,24825.67
2023-02-21,24450.50
2023-02-22,24186.92
2023-02-23,23941.10
2023-02-24,23212.97
2023-02-25,23166.36
2023-02-26,23557.29
2023-02-27,23492.86
2023-02-28,23130.29
2023-03-01,23642.80
2023-03-02,23464.88
2023-03-03,22358.68
2023-03-04,22350.99
2023-03-05,22425.12
2023-03-06,22401.83
2023-03-07,22199.22
2023-03-08,21704.74
2023-03-09,20364.37
2023-03-10,20226.92
2023-03-11,20654.83
2023-03-12,22205.89
2023-03-13,24178.05
2023-03-14,24730.33
2023-03-15,24372.11
2023-03-16,25049.83
2023-03-17,27433.18
2023-03-18,26973.46
2023-03-19,28068.33
2023-03-20,27807.05
2023-03-21,28185.29
2023-03-22,27343.50
2023-03-23,28374.05
2023-03-24,27548.00
2023-03-25,27520.32
2023-03-26,28023.16
2023-03-27,27200.30
2023-03-28,27320.61
2023-03-29,28355.70
2023-03-30,28068.75
2023-03-31,28474.62
2023-04-01,28496.96
2023-04-02,28230.02
2023-04-03,27864.66
2023-04-04,28233.58
2023-04-05,28236.42
2023-04-06,28071.53
2023-04-07,27955.73
2023-04-08,27981.88
2023-04-09,28340.68
2023-04-10,29655.75
2023-04-11,30208.31
2023-04-12,29935.47
2023-04-13,30468.58
2023-04-14,30552.69
2023-04-15,30382.19
2023-04-16,30383.01
2023-04-17,29475.79
2023-04-18,30425.93
2023-04-19,28821.91
2023-04-20,28248.11
2023-04-21,27255.72
2023-04-22,27820.73
2023-04-23,27588.57
2023-04-24,27520.93
2023-04-25,28308.07
2023-04-26,28421.52
2023-04-27,29475.09
2023-04-28,29339.99
2023-04-29,29251.20
2023-04-30,29236.81
2023-05-01,28086.77
2023-05-02,28694.70
2023-05-03,29041.65
2023-05-04,28865.72
2023-05-05,29578.06
2023-05-06,28943.98
2023-05-07,28572.81
2023-05-08,27783.42
2023-05-09,27707.89
2023-05-10,27656.36
2023-05-11,26986.22
2023-05-12,26807.09
2023-05-13,26788.88
2023-05-14,26931.44
2023-05-15,27176.27
2023-05-16,27036.57
2023-05-17,27406.21
2023-05-18,26823.31
2023-05-19,26915.31
2023-05-20,27118.54
2023-05-21,26781.93
2023-05-22,26882.26
2023-05-23,27251.92
2023-05-24,26378.82
2023-05-25,26506.69
2023-05-26,26746.42
2023-05-27,26899.46
2023-05-28,28077.57
2023-05-29,27773.82
2023-05-30,27731.26
2023-05-31,27247.39
2023-06-01,26852.56
2023-06-02,27278.39
2023-06-03,27132.46
2023-06-04,27152.37
2023-06-05,25817.68
2023-06-06,27296.29
2023-06-07,26375.26
2023-06-08,26535.60
2023-06-09,26483.81
2023-06-10,25882.04
2023-06-11,25937.58
2023-06-12,25931.55
2023-06-13,25928.94
2023-06-14,25113.17
2023-06-15,25559.02
2023-06-16,26327.96
2023-06-17,26510.43
2023-06-18,26364.34
2023-06-19,26823.30
2023-06-20,28293.86
2023-06-21,30000.55
2023-06-22,29874.87
2023-06-23,30671.61
2023-06-24,30496.27
2023-06-25,30449.26
2023-06-26,30226.50
2023-06-27,30657.08
2023-06-28,30042.81
2023-06-29,30419.77
2023-06-30,30471.06
2023-07-01,30590.76
2023-07-02,30617.66
2023-07-03,31191.40
2023-07-04,30774.39
2023-07-05,30503.07
2023-07-06,29937.89
2023-07-07,30349.69
2023-07-08,30288.30
2023-07-09,30171.49
2023-07-10,30408.87
2023-07-11,30614.37
2023-07-12,30376.10
2023-07-13,31472.63
2023-07-14,30331.09
2023-07-15,30298.45
2023-07-16,30248.17
2023-07-17,30177.83
2023-07-18,29893.65
2023-07-19,29918.60
2023-07-20,29809.61
2023-07-21,29911.46
2023-07-22,29791.61
2023-07-23,30085.68
2023-07-24,29181.04
2023-07-25,29226.63
2023-07-26,29381.41
2023-07-27,29214.13
2023-07-28,29308.02
2023-07-29,29358.76
2023-07-30,29283.34
2023-07-31,29222.70
2023-08-01,29687.86
2023-08-02,29160.77
2023-08-03,29177.75
2023-08-04,29072.69
2023-08-05,29047.43
2023-08-06,29034.54
2023-08-07,29167.57
2023-08-08,29758.60
2023-08-09,29566.47
2023-08-10,29428.10
2023-08-11,29432.96
2023-08-12,29417.08
2023-08-13,29310.83
2023-08-14,29409.22
2023-08-15,29165.40
2023-08-16,28694.19
2023-08-17,26656.30
2023-08-18,26101.79
2023-08-19,26147.99
2023-08-20,26243.39
2023-08-21,26178.43
2023-08-22,26040.41
2023-08-23,26455.83
2023-08-24,26192.39
2023-08-25,26077.34
2023-08-26,26036.36
2023-08-27,26117.41
2023-08-28,26106.00
2023-08-29,27724.41
2023-08-30,27305.41
2023-08-31,25963.23
2023-09-01,25798.79
2023-09-02,25868.56
2023-09-03,25971.37
2023-09-04,25816.24
2023-09-05,25785.01
2023-09-06,25777.46
2023-09-07,26246.36
2023-09-08,25886.40
2023-09-09,25898.41
2023-09-10,25833.67
2023-09-11,25144.49
2023-09-12,25840.34
2023-09-13,26219.62
2023-09-14,26520.39
2023-09-15,26632.10
2023-09-16,26569.13
2023-09-17,26522.51
2023-09-18,26767.82
2023-09-19,27205.41
2023-09-20,27104.70
2023-09-21,26535.59
2023-09-22,26559.24
2023-09-23,26556.17
2023-09-24,26245.68
2023-09-25,26297.93
2023-09-26,26212.59
2023-09-27,26344.38
2023-09-28,27027.20
2023-09-29,26909.40
2023-09-30,26964.27
2023-10-01,27986.11
2023-10-02,27507.22
2023-10-03,27425.92
2023-10-04,27781.46
2023-10-05,27392.66
2023-10-06,27946.61
2023-10-07,27973.69
2023-10-08,27961.50
2023-10-09,27582.21
2023-10-10,27395.40
2023-10-11,26898.08
2023-10-12,26750.88
2023-10-13,26862.90
2023-10-14,26854.52
2023-10-15,27155.67
2023-10-16,28518.37
2023-10-17,28409.46
2023-10-18,28313.91
2023-10-19,28762.51
2023-10-20,29684.37
2023-10-21,29983.93
2023-10-22,30031.44
2023-10-23,33077.46
2023-10-24,33923.52
2023-10-25,34503.40
2023-10-26,34157.06
2023-10-27,33900.92
2023-10-28,34062.78
2023-10-29,34504.30
2023-10-30,34484.21
2023-10-31,34626.54
2023-11-01,35404.32
2023-11-02,34905.21
2023-11-03,34732.28
2023-11-04,35079.07
2023-11-05,35039.47
2023-11-06,35054.59
2023-11-07,35414.77
2023-11-08,35638.33
2023-11-09,36704.14
2023-11-10,37269.26
2023-11-11,37090.22
2023-11-12,37046.39
2023-11-13,36420.49
2023-11-14,35501.44
2023-11-15,37812.21
2023-11-16,36090.10
2023-11-17,36571.38
2023-11-18,36528.98
2023-11-19,37321.34
2023-11-20,37394.21
2023-11-21,35701.51
2023-11-22,37353.09
2023-11-23,37250.69
2023-11-24,37669.12
2023-11-25,37767.90
2023-11-26,37415.26
2023-11-27,37190.42
2023-11-28,37764.74
2023-11-29,37820.25
2023-11-30,37714.49
2023-12-01,38649.53
2023-12-02,39457.51
2023-12-03,39936.95
2023-12-04,41900.44
2023-12-05,43996.47
2023-12-06,43644.07
2023-12-07,43263.38
2023-12-08,44164.09
2023-12-09,43618.06
2023-12-10,43752.26
2023-12-11,41231.46
2023-12-12,41423.17
2023-12-13,42823.22
2023-12-14,43000.48
2023-12-15,41834.31
2023-12-16,42141.88
2023-12-17,41287.40
2023-12-18,42535.11
2023-12-19,42196.22
2023-12-20,43604.41
2023-12-21,43839.91
2023-12-22,43990.44
2023-12-23,43724.00
2023-12-24,43005.91
2023-12-25,43580.71
2023-12-26,42517.32
2023-12-27,43512.81
2023-12-28,42588.94
2023-12-29,42060.97
2023-12-30,42141.82
2023-12-31,42233.63
2024-01-01,44197.61
2024-01-02,44970.34
2024-01-03,42854.08
2024-01-04,44194.38
2024-01-05,44143.55
2024-01-06,43957.54
2024-01-07,43920.07
2024-01-08,46861.27
2024-01-09,46123.00
2024-01-10,46714.15
2024-01-11,46353.15
2024-01-12,42776.42
2024-01-13,42882.03
2024-01-14,41746.09
2024-01-15,42533.75
2024-01-16,43174.01
2024-01-17,42709.35
2024-01-18,41286.68
2024-01-19,41600.49
2024-01-20,41631.24
2024-01-21,41520.29
2024-01-22,39515.73
2024-01-23,39804.66
2024-01-24,40038.54
2024-01-25,39881.83
2024-01-26,41712.01
2024-01-27,42027.13
2024-01-28,41919.64
2024-01-29,43211.35
2024-01-30,42879.22
2024-01-31,42478.48
2024-02-01,42999.98
2024-02-02,43103.98
2024-02-03,42930.72
2024-02-04,42497.84
2024-02-05,42604.83
2024-02-06,43057.04
2024-02-07,44245.93
2024-02-08,45214.00
2024-02-09,47092.93
2024-02-10,47677.36
2024-02-11,48175.89
2024-02-12,49927.99
2024-02-13,49693.32
2024-02-14,51823.45
2024-02-15,51835.89
2024-02-16,52095.47
2024-02-17,51642.95
2024-02-18,52191.47
2024-02-19,51884.78
2024-02-20,52321.86
2024-02-21,51843.99
2024-02-22,51207.28
2024-02-23,50744.07
2024-02-24,51626.18
2024-02-25,51934.54
2024-02-26,54474.97
2024-02-27,56963.16
2024-02-28,62338.33
2024-02-29,61130.64
2024-03-01,62431.25
2024-03-02,62013.57
2024-03-03,63117.86
2024-03-04,68242.97
2024-03-05,63995.52
2024-03-06,66313.92
2024-03-07,67128.93
2024-03-08,68269.39
2024-03-09,68439.48
2024-03-10,69023.53
2024-03-11,72095.86
2024-03-12,71320.89
2024-03-13,73001.10
2024-03-14,71202.82
2024-03-15,69295.85
2024-03-16,65182.24
2024-03-17,68302.92
2024-03-18,67440.42
2024-03-19,61874.48
2024-03-20,67850.51
2024-03-21,65558.71
2024-03-22,63759.55
2024-03-23,63998.02
2024-03-24,67194.89
2024-03-25,69857.31
2024-03-26,69990.22
2024-03-27,69420.57
2024-03-28,70789.57
2024-03-29,69973.62
2024-03-30,69699.62
2024-03-31,71384.22
2024-04-01,69686.37
2024-04-02,65460.26
2024-04-03,66052.10
2024-04-04,68592.31
2024-04-05,67860.53
2024-04-06,68913.79
2024-04-07,69426.68
2024-04-08,71700.99
2024-04-09,69094.92
2024-04-10,70621.48
2024-04-11,70026.43
2024-04-12,67158.30
2024-04-13,64014.96
2024-04-14,65765.64
2024-04-15,63447.27
2024-04-16,63818.32
2024-04-17,61345.02
2024-04-18,63511.20
2024-04-19,63912.11
2024-04-20,65044.19
2024-04-21,65020.78
2024-04-22,66854.24
2024-04-23,66481.48
2024-04-24,64263.95
2024-04-25,64488.49
2024-04-26,63750.63
2024-04-27,63497.87
2024-04-28,63174.45
2024-04-29,63828.39
2024-04-30,60615.78
2024-05-01,58277.44
2024-05-02,59142.93
2024-05-03,62867.12
2024-05-04,63834.22
2024-05-05,63979.87
2024-05-06,63105.27
2024-05-07,62254.80
2024-05-08,61130.87
2024-05-09,63020.41
2024-05-10,60730.03
2024-05-11,60780.61
2024-05-12,61428.49
2024-05-13,62926.00
2024-05-14,61530.02
2024-05-15,66245.16
2024-05-16,65250.53
2024-05-17,67017.82
2024-05-18,66894.10
2024-05-19,66228.49
2024-05-20,71423.09
2024-05-21,70211.31
2024-05-22,69192.68
2024-05-23,67946.35
2024-05-24,68527.77
2024-05-25,69288.95
2024-05-26,68556.78
2024-05-27,69386.83
2024-05-28,68399.17
2024-05-29,67543.02
2024-05-30,68339.36
2024-05-31,67482.25
2024-06-01,67789.32
2024-06-02,67738.74
2024-06-03,68799.60
2024-06-04,70548.51
2024-06-05,71188.80
2024-06-06,70772.35
2024-06-07,69330.51
2024-06-08,69303.58
2024-06-09,69639.42
2024-06-10,69498.62
2024-06-11,67319.41
2024-06-12,68315.25
2024-06-13,66742.54
2024-06-14,66072.14
2024-06-15,66255.00
2024-06-16,66764.85
2024-06-17,66455.14
2024-06-18,65158.02
2024-06-19,65080.72
2024-06-20,64847.89
2024-06-21,64183.46
2024-06-22,64250.18
2024-06-23,63181.02
2024-06-24,60391.49
2024-06-25,61920.15
2024-06-26,60946.08
2024-06-27,61753.36
2024-06-28,60444.95
2024-06-29,61027.11
2024-06-30,62748.57
2024-07-01,62834.99
2024-07-02,62044.48
2024-07-03,60157.20
2024-07-04,57029.70
2024-07-05,56640.58
2024-07-06,58249.82
2024-07-07,55861.01
2024-07-08,56766.47
2024-07-09,58105.25
2024-07-10,57841.23
2024-07-11,57406.10
2024-07-12,58029.51
2024-07-13,59290.29
2024-07-14,60818.77
2024-07-15,64895.08
2024-07-16,65074.59
2024-07-17,64160.74
2024-07-18,64045.41
2024-07-19,66681.81
2024-07-20,67136.99
2024-07-21,68142.89
2024-07-22,67540.68
2024-07-23,66005.77
2024-07-24,65375.53
2024-07-25,65761.10
2024-07-26,67911.58
2024-07-27,67904.55
2024-07-28,68252.75
2024-07-29,66849.56
2024-07-30,66246.22
2024-07-31,64682.45
2024-08-01,65365.51
2024-08-02,61483.72
2024-08-03,60739.96
2024-08-04,58135.89
2024-08-05,54031.82
2024-08-06,56057.67
2024-08-07,55185.58
2024-08-08,61702.36
2024-08-09,60844.53
2024-08-10,60940.82
2024-08-11,58725.00
2024-08-12,59360.89
2024-08-13,60579.43
2024-08-14,58680.44
2024-08-15,57524.14
2024-08-16,58846.56
2024-08-17,59420.59
2024-08-18,58380.78
2024-08-19,59404.95
2024-08-20,59009.84
2024-08-21,61134.10
2024-08-22,60363.14
2024-08-23,63946.81
2024-08-24,64078.08
2024-08-25,64110.38
2024-08-26,62724.57
2024-08-27,59376.34
2024-08-28,58978.55
2024-08-29,59298.61
2024-08-30,59046.27
2024-08-31,58924.28
2024-09-01,57250.40
2024-09-02,59088.65
2024-09-03,57412.86
2024-09-04,57876.96
2024-09-05,56116.85
2024-09-06,53884.19
2024-09-07,54113.65
2024-09-08,54829.94
2024-09-09,56976.43
2024-09-10,57579.02
2024-09-11,57291.18
2024-09-12,58105.73
2024-09-13,60445.19
2024-09-14,59941.24
2024-09-15,59103.73
2024-09-16,58151.80
2024-09-17,60285.40
2024-09-18,61707.73
2024-09-19,62831.19
2024-09-20,63116.65
2024-09-21,63255.45
2024-09-22,63466.63
2024-09-23,63202.62
2024-09-24,64115.96
2024-09-25,62999.60
2024-09-26,65066.35
2024-09-27,65658.70
2024-09-28,65730.35
2024-09-29,65461.07
2024-09-30,63175.52
2024-10-01,60711.03
2024-10-02,60544.77
2024-10-03,60685.60
2024-10-04,62007.13
2024-10-05,61953.69
2024-10-06,62721.25
2024-10-07,62110.30
2024-10-08,61980.06
2024-10-09,60500.40
2024-10-10,60220.10
2024-10-11,62423.64
2024-10-12,63140.15
2024-10-13,62760.20
2024-10-14,65949.33
2024-10-15,66964.09
2024-10-16,67506.53
2024-10-17,67321.24
2024-10-18,68295.62
2024-10-19,68267.48
2024-10-20,68945.02
2024-10-21,67304.25
2024-10-22,67329.67
2024-10-23,66486.41
2024-10-24,68054.50
2024-10-25,66511.19
2024-10-26,66967.81
2024-10-27,67856.81
2024-10-28,69827.93
2024-10-29,72621.86
2024-10-30,72237.93
2024-10-31,70109.25
2024-11-01,69369.20
2024-11-02,69243.04
2024-11-03,68657.67
2024-11-04,67723.79
2024-11-05,69280.96
2024-11-06,75530.10
2024-11-07,75808.53
2024-11-08,76455.12
2024-11-09,76609.01
2024-11-10,80340.96
2024-11-11,88500.91
2024-11-12,87899.68
2024-11-13,90362.76
2024-11-14,87124.59
2024-11-15,90922.33
2024-11-16,90386.24
2024-11-17,89733.36
2024-11-18,90415.26
2024-11-19,92224.40
2024-11-20,94153.41
2024-11-21,98150.78
2024-11-22,98773.26
2024-11-23,97530.40
2024-11-24,97782.96
2024-11-25,92842.64
2024-11-26,91802.80
2024-11-27,95823.17
2024-11-28,95555.61
2024-11-29,97345.15
2024-11-30,96319.15
2024-12-01,97101.37
2024-12-02,95677.62
2024-12-03,95678.96
2024-12-04,98425.99
2024-12-05,96675.31
2024-12-06,99648.23
2024-12-07,99676.56
2024-12-08,100946.95
2024-12-09,97124.20
2024-12-10,96416.24
2024-12-11,100909.58
2024-12-12,99761.86
2024-12-13,101135.63
2024-12-14,101058.18
2024-12-15,103975.51
2024-12-16,105792.15
2024-12-17,105800.49
2024-12-18,99946.97
2024-12-19,97235.03
2024-12-20,97544.62
2024-12-21,96970.61
2024-12-22,94889.44
2024-12-23,94572.62
2024-12-24,98311.11
2024-12-25,99087.80
2024-12-26,95479.26
2024-12-27,94075.92
2024-12-28,95035.50
2024-12-29,93499.35
2024-12-30,92562.83
2024-12-31,93214.54
2025-01-01,94269.80
2025-01-02,96649.02
2025-01-03,97880.65
2025-01-04,97997.62
2025-01-05,98110.94
2025-01-06,101965.13
2025-01-07,96826.14
2025-01-08,94946.50
2025-01-09,92474.08
2025-01-10,94577.70
2025-01-11,94437.55
2025-01-12,94373.36
2025-01-13,94356.98
2025-01-14,96333.82
2025-01-15,100239.46
2025-01-16,99719.48
2025-01-17,103788.39
2025-01-18,104139.11
2025-01-19,101080.98
2025-01-20,101995.52
